entity_id,entity_name,entity_type,description,image_path,audio_path,video_path,source_node_id,raw_type
E1789,施工泵压方差: 64.9833,施工参数,施工泵压方差: 64.9833 为施工参数特征。,,,,worktype_stats:红页L1HF:34:加砂中:缝内暂堵:施工泵压:var,stat
E1790,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:34:加砂中:缝内暂堵,suggestion
E1791,工况 缝口暂堵,工况事件,工况 缝口暂堵 为工况事件实体。,,,,worktype:红页L1HF:34:加砂中:缝口暂堵,worktype
E1792,工况时间 2024-01-21 15:35:50,时间点,工况时间 2024-01-21 15:35:50 为时间点实体。,,,,worktype_time:红页L1HF:34:加砂中:缝口暂堵,time
E1793,砂比平均值: 8.8077,施工参数,砂比平均值: 8.8077 为施工参数特征。,,,,worktype_stats:红页L1HF:34:加砂中:缝口暂堵:砂比:mean,stat
E1794,砂比方差: 9.0438,施工参数,砂比方差: 9.0438 为施工参数特征。,,,,worktype_stats:红页L1HF:34:加砂中:缝口暂堵:砂比:var,stat
E1795,排量平均值: 24.0064,施工参数,排量平均值: 24.0064 为施工参数特征。,,,,worktype_stats:红页L1HF:34:加砂中:缝口暂堵:排量:mean,stat
E1796,排量方差: 0.0,施工参数,排量方差: 0.0 为施工参数特征。,,,,worktype_stats:红页L1HF:34:加砂中:缝口暂堵:排量:var,stat
E1797,施工泵压平均值: 57.399,施工参数,施工泵压平均值: 57.399 为施工参数特征。,,,,worktype_stats:红页L1HF:34:加砂中:缝口暂堵:施工泵压:mean,stat
E1798,施工泵压方差: 0.6,施工参数,施工泵压方差: 0.6 为施工参数特征。,,,,worktype_stats:红页L1HF:34:加砂中:缝口暂堵:施工泵压:var,stat
E1799,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:34:加砂中:缝口暂堵,suggestion
E1800,施工情况 加砂后,施工阶段,施工情况 加砂后 为施工阶段实体。,,,,condition:红页L1HF:34:加砂后,condition
E1801,施工时间 2024-01-21 16:32:10,时间点,施工时间 2024-01-21 16:32:10 为时间点实体。,,,,condition_time:红页L1HF:34:加砂后,time
E1802,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:34:加砂后:砂比:mean,stat
E1803,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:34:加砂后:砂比:var,stat
E1804,排量平均值: 1.5161,施工参数,排量平均值: 1.5161 为施工参数特征。,,,,condition_stats:红页L1HF:34:加砂后:排量:mean,stat
E1805,排量方差: 31.9933,施工参数,排量方差: 31.9933 为施工参数特征。,,,,condition_stats:红页L1HF:34:加砂后:排量:var,stat
E1806,施工泵压平均值: 36.3656,施工参数,施工泵压平均值: 36.3656 为施工参数特征。,,,,condition_stats:红页L1HF:34:加砂后:施工泵压:mean,stat
E1807,施工泵压方差: 55.3223,施工参数,施工泵压方差: 55.3223 为施工参数特征。,,,,condition_stats:红页L1HF:34:加砂后:施工泵压:var,stat
E1808,段号 4,压裂段,段号 4 为压裂段实体。,,,,segment:红页L1HF:4,segment
E1809,段号时间 2024-01-06 08:01:40,时间点,段号时间 2024-01-06 08:01:40 为时间点实体。,,,,segment_time:红页L1HF:4,time
E1810,砂比平均值: 9.6576,施工参数,砂比平均值: 9.6576 为施工参数特征。,,,,segment_stats:红页L1HF:4:砂比:mean,stat
E1811,砂比方差: 6.8597,施工参数,砂比方差: 6.8597 为施工参数特征。,,,,segment_stats:红页L1HF:4:砂比:var,stat
E1812,排量平均值: 15.96,施工参数,排量平均值: 15.96 为施工参数特征。,,,,segment_stats:红页L1HF:4:排量:mean,stat
E1813,排量方差: 105.9916,施工参数,排量方差: 105.9916 为施工参数特征。,,,,segment_stats:红页L1HF:4:排量:var,stat
E1814,施工泵压平均值: 61.5334,施工参数,施工泵压平均值: 61.5334 为施工参数特征。,,,,segment_stats:红页L1HF:4:施工泵压:mean,stat
E1815,施工泵压方差: 339.6085,施工参数,施工泵压方差: 339.6085 为施工参数特征。,,,,segment_stats:红页L1HF:4:施工泵压:var,stat
E1816,施工情况 加砂前,施工阶段,施工情况 加砂前 为施工阶段实体。,,,,condition:红页L1HF:4:加砂前,condition
E1817,施工时间 2024-01-06 08:01:40,时间点,施工时间 2024-01-06 08:01:40 为时间点实体。,,,,condition_time:红页L1HF:4:加砂前,time
E1818,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:4:加砂前:砂比:mean,stat
E1819,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:4:加砂前:砂比:var,stat
E1820,排量平均值: 5.955,施工参数,排量平均值: 5.955 为施工参数特征。,,,,condition_stats:红页L1HF:4:加砂前:排量:mean,stat
E1821,排量方差: 41.0413,施工参数,排量方差: 41.0413 为施工参数特征。,,,,condition_stats:红页L1HF:4:加砂前:排量:var,stat
E1822,施工泵压平均值: 48.7356,施工参数,施工泵压平均值: 48.7356 为施工参数特征。,,,,condition_stats:红页L1HF:4:加砂前:施工泵压:mean,stat
E1823,施工泵压方差: 305.0477,施工参数,施工泵压方差: 305.0477 为施工参数特征。,,,,condition_stats:红页L1HF:4:加砂前:施工泵压:var,stat
E1824,施工情况 加砂中,施工阶段,施工情况 加砂中 为施工阶段实体。,,,,condition:红页L1HF:4:加砂中,condition
E1825,施工时间 2024-01-06 08:36:10,时间点,施工时间 2024-01-06 08:36:10 为时间点实体。,,,,condition_time:红页L1HF:4:加砂中,time
E1826,砂比平均值: 9.6576,施工参数,砂比平均值: 9.6576 为施工参数特征。,,,,condition_stats:红页L1HF:4:加砂中:砂比:mean,stat
E1827,砂比方差: 6.8597,施工参数,砂比方差: 6.8597 为施工参数特征。,,,,condition_stats:红页L1HF:4:加砂中:砂比:var,stat
E1828,排量平均值: 22.9019,施工参数,排量平均值: 22.9019 为施工参数特征。,,,,condition_stats:红页L1HF:4:加砂中:排量:mean,stat
E1829,排量方差: 10.388,施工参数,排量方差: 10.388 为施工参数特征。,,,,condition_stats:红页L1HF:4:加砂中:排量:var,stat
E1830,施工泵压平均值: 72.4201,施工参数,施工泵压平均值: 72.4201 为施工参数特征。,,,,condition_stats:红页L1HF:4:加砂中:施工泵压:mean,stat
E1831,施工泵压方差: 58.9505,施工参数,施工泵压方差: 58.9505 为施工参数特征。,,,,condition_stats:红页L1HF:4:加砂中:施工泵压:var,stat
E1832,工况 主缝延伸,工况事件,工况 主缝延伸 为工况事件实体。,,,,worktype:红页L1HF:4:加砂中:主缝延伸,worktype
E1833,工况时间 2024-01-06 08:38:30,时间点,工况时间 2024-01-06 08:38:30 为时间点实体。,,,,worktype_time:红页L1HF:4:加砂中:主缝延伸,time
E1834,砂比平均值: 7.666,施工参数,砂比平均值: 7.666 为施工参数特征。,,,,worktype_stats:红页L1HF:4:加砂中:主缝延伸:砂比:mean,stat
E1835,砂比方差: 3.7744,施工参数,砂比方差: 3.7744 为施工参数特征。,,,,worktype_stats:红页L1HF:4:加砂中:主缝延伸:砂比:var,stat
E1836,排量平均值: 24.0164,施工参数,排量平均值: 24.0164 为施工参数特征。,,,,worktype_stats:红页L1HF:4:加砂中:主缝延伸:排量:mean,stat
E1837,排量方差: 0.0001,施工参数,排量方差: 0.0001 为施工参数特征。,,,,worktype_stats:红页L1HF:4:加砂中:主缝延伸:排量:var,stat
E1838,施工泵压平均值: 73.9211,施工参数,施工泵压平均值: 73.9211 为施工参数特征。,,,,worktype_stats:红页L1HF:4:加砂中:主缝延伸:施工泵压:mean,stat
E1839,施工泵压方差: 0.7635,施工参数,施工泵压方差: 0.7635 为施工参数特征。,,,,worktype_stats:红页L1HF:4:加砂中:主缝延伸:施工泵压:var,stat
E1840,当前建议: 保持当前措施,处置建议,当前建议: 保持当前措施 为处置建议实体。,,,,suggestion:红页L1HF:4:加砂中:主缝延伸,suggestion
E1841,工况 缝内暂堵,工况事件,工况 缝内暂堵 为工况事件实体。,,,,worktype:红页L1HF:4:加砂中:缝内暂堵,worktype
E1842,工况时间 2024-01-06 09:01:00,时间点,工况时间 2024-01-06 09:01:00 为时间点实体。,,,,worktype_time:红页L1HF:4:加砂中:缝内暂堵,time
E1843,砂比平均值: 8.327,施工参数,砂比平均值: 8.327 为施工参数特征。,,,,worktype_stats:红页L1HF:4:加砂中:缝内暂堵:砂比:mean,stat
E1844,砂比方差: 10.1955,施工参数,砂比方差: 10.1955 为施工参数特征。,,,,worktype_stats:红页L1HF:4:加砂中:缝内暂堵:砂比:var,stat
E1845,排量平均值: 24.0233,施工参数,排量平均值: 24.0233 为施工参数特征。,,,,worktype_stats:红页L1HF:4:加砂中:缝内暂堵:排量:mean,stat
E1846,排量方差: 0.002,施工参数,排量方差: 0.002 为施工参数特征。,,,,worktype_stats:红页L1HF:4:加砂中:缝内暂堵:排量:var,stat
E1847,施工泵压平均值: 74.1918,施工参数,施工泵压平均值: 74.1918 为施工参数特征。,,,,worktype_stats:红页L1HF:4:加砂中:缝内暂堵:施工泵压:mean,stat
E1848,施工泵压方差: 5.4838,施工参数,施工泵压方差: 5.4838 为施工参数特征。,,,,worktype_stats:红页L1HF:4:加砂中:缝内暂堵:施工泵压:var,stat
E1849,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:4:加砂中:缝内暂堵,suggestion
E1850,工况 缝口暂堵,工况事件,工况 缝口暂堵 为工况事件实体。,,,,worktype:红页L1HF:4:加砂中:缝口暂堵,worktype
E1851,工况时间 2024-01-06 09:17:40,时间点,工况时间 2024-01-06 09:17:40 为时间点实体。,,,,worktype_time:红页L1HF:4:加砂中:缝口暂堵,time
E1852,砂比平均值: 8.6333,施工参数,砂比平均值: 8.6333 为施工参数特征。,,,,worktype_stats:红页L1HF:4:加砂中:缝口暂堵:砂比:mean,stat
E1853,砂比方差: 3.4622,施工参数,砂比方差: 3.4622 为施工参数特征。,,,,worktype_stats:红页L1HF:4:加砂中:缝口暂堵:砂比:var,stat
E1854,排量平均值: 18.7298,施工参数,排量平均值: 18.7298 为施工参数特征。,,,,worktype_stats:红页L1HF:4:加砂中:缝口暂堵:排量:mean,stat
E1855,排量方差: 21.9985,施工参数,排量方差: 21.9985 为施工参数特征。,,,,worktype_stats:红页L1HF:4:加砂中:缝口暂堵:排量:var,stat
E1856,施工泵压平均值: 62.3004,施工参数,施工泵压平均值: 62.3004 为施工参数特征。,,,,worktype_stats:红页L1HF:4:加砂中:缝口暂堵:施工泵压:mean,stat
E1857,施工泵压方差: 132.036,施工参数,施工泵压方差: 132.036 为施工参数特征。,,,,worktype_stats:红页L1HF:4:加砂中:缝口暂堵:施工泵压:var,stat
E1858,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:4:加砂中:缝口暂堵,suggestion
E1859,施工情况 加砂后,施工阶段,施工情况 加砂后 为施工阶段实体。,,,,condition:红页L1HF:4:加砂后,condition
E1860,施工时间 2024-01-06 10:37:30,时间点,施工时间 2024-01-06 10:37:30 为时间点实体。,,,,condition_time:红页L1HF:4:加砂后,time
E1861,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:4:加砂后:砂比:mean,stat
E1862,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:4:加砂后:砂比:var,stat
E1863,排量平均值: 2.8744,施工参数,排量平均值: 2.8744 为施工参数特征。,,,,condition_stats:红页L1HF:4:加砂后:排量:mean,stat
E1864,排量方差: 56.9967,施工参数,排量方差: 56.9967 为施工参数特征。,,,,condition_stats:红页L1HF:4:加砂后:排量:var,stat
E1865,施工泵压平均值: 38.1476,施工参数,施工泵压平均值: 38.1476 为施工参数特征。,,,,condition_stats:红页L1HF:4:加砂后:施工泵压:mean,stat
E1866,施工泵压方差: 201.7823,施工参数,施工泵压方差: 201.7823 为施工参数特征。,,,,condition_stats:红页L1HF:4:加砂后:施工泵压:var,stat
E1867,段号 5,压裂段,段号 5 为压裂段实体。,,,,segment:红页L1HF:5,segment
E1868,段号时间 2024-01-06 15:57:50,时间点,段号时间 2024-01-06 15:57:50 为时间点实体。,,,,segment_time:红页L1HF:5,time
E1869,砂比平均值: 9.7162,施工参数,砂比平均值: 9.7162 为施工参数特征。,,,,segment_stats:红页L1HF:5:砂比:mean,stat
E1870,砂比方差: 7.2378,施工参数,砂比方差: 7.2378 为施工参数特征。,,,,segment_stats:红页L1HF:5:砂比:var,stat
E1871,排量平均值: 16.2208,施工参数,排量平均值: 16.2208 为施工参数特征。,,,,segment_stats:红页L1HF:5:排量:mean,stat
E1872,排量方差: 103.2391,施工参数,排量方差: 103.2391 为施工参数特征。,,,,segment_stats:红页L1HF:5:排量:var,stat
E1873,施工泵压平均值: 63.6612,施工参数,施工泵压平均值: 63.6612 为施工参数特征。,,,,segment_stats:红页L1HF:5:施工泵压:mean,stat
E1874,施工泵压方差: 360.4246,施工参数,施工泵压方差: 360.4246 为施工参数特征。,,,,segment_stats:红页L1HF:5:施工泵压:var,stat
E1875,施工情况 加砂前,施工阶段,施工情况 加砂前 为施工阶段实体。,,,,condition:红页L1HF:5:加砂前,condition
E1876,施工时间 2024-01-06 15:57:50,时间点,施工时间 2024-01-06 15:57:50 为时间点实体。,,,,condition_time:红页L1HF:5:加砂前,time
E1877,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:5:加砂前:砂比:mean,stat
E1878,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:5:加砂前:砂比:var,stat
E1879,排量平均值: 7.5199,施工参数,排量平均值: 7.5199 为施工参数特征。,,,,condition_stats:红页L1HF:5:加砂前:排量:mean,stat
E1880,排量方差: 51.1602,施工参数,排量方差: 51.1602 为施工参数特征。,,,,condition_stats:红页L1HF:5:加砂前:排量:var,stat
E1881,施工泵压平均值: 52.2201,施工参数,施工泵压平均值: 52.2201 为施工参数特征。,,,,condition_stats:红页L1HF:5:加砂前:施工泵压:mean,stat
E1882,施工泵压方差: 474.5012,施工参数,施工泵压方差: 474.5012 为施工参数特征。,,,,condition_stats:红页L1HF:5:加砂前:施工泵压:var,stat
E1883,施工情况 加砂中,施工阶段,施工情况 加砂中 为施工阶段实体。,,,,condition:红页L1HF:5:加砂中,condition
E1884,施工时间 2024-01-06 16:32:00,时间点,施工时间 2024-01-06 16:32:00 为时间点实体。,,,,condition_time:红页L1HF:5:加砂中,time
E1885,砂比平均值: 9.7162,施工参数,砂比平均值: 9.7162 为施工参数特征。,,,,condition_stats:红页L1HF:5:加砂中:砂比:mean,stat
E1886,砂比方差: 7.2378,施工参数,砂比方差: 7.2378 为施工参数特征。,,,,condition_stats:红页L1HF:5:加砂中:砂比:var,stat
E1887,排量平均值: 22.9621,施工参数,排量平均值: 22.9621 为施工参数特征。,,,,condition_stats:红页L1HF:5:加砂中:排量:mean,stat
E1888,排量方差: 9.9416,施工参数,排量方差: 9.9416 为施工参数特征。,,,,condition_stats:红页L1HF:5:加砂中:排量:var,stat
E1889,施工泵压平均值: 74.3398,施工参数,施工泵压平均值: 74.3398 为施工参数特征。,,,,condition_stats:红页L1HF:5:加砂中:施工泵压:mean,stat
E1890,施工泵压方差: 62.372,施工参数,施工泵压方差: 62.372 为施工参数特征。,,,,condition_stats:红页L1HF:5:加砂中:施工泵压:var,stat
E1891,工况 缝内暂堵,工况事件,工况 缝内暂堵 为工况事件实体。,,,,worktype:红页L1HF:5:加砂中:缝内暂堵,worktype
E1892,工况时间 2024-01-06 16:57:30,时间点,工况时间 2024-01-06 16:57:30 为时间点实体。,,,,worktype_time:红页L1HF:5:加砂中:缝内暂堵,time
E1893,砂比平均值: 8.6717,施工参数,砂比平均值: 8.6717 为施工参数特征。,,,,worktype_stats:红页L1HF:5:加砂中:缝内暂堵:砂比:mean,stat
E1894,砂比方差: 8.1707,施工参数,砂比方差: 8.1707 为施工参数特征。,,,,worktype_stats:红页L1HF:5:加砂中:缝内暂堵:砂比:var,stat
E1895,排量平均值: 24.0017,施工参数,排量平均值: 24.0017 为施工参数特征。,,,,worktype_stats:红页L1HF:5:加砂中:缝内暂堵:排量:mean,stat
E1896,排量方差: 0.0001,施工参数,排量方差: 0.0001 为施工参数特征。,,,,worktype_stats:红页L1HF:5:加砂中:缝内暂堵:排量:var,stat
E1897,施工泵压平均值: 74.2526,施工参数,施工泵压平均值: 74.2526 为施工参数特征。,,,,worktype_stats:红页L1HF:5:加砂中:缝内暂堵:施工泵压:mean,stat
E1898,施工泵压方差: 10.2918,施工参数,施工泵压方差: 10.2918 为施工参数特征。,,,,worktype_stats:红页L1HF:5:加砂中:缝内暂堵:施工泵压:var,stat
E1899,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:5:加砂中:缝内暂堵,suggestion
E1900,工况 缝口暂堵,工况事件,工况 缝口暂堵 为工况事件实体。,,,,worktype:红页L1HF:5:加砂中:缝口暂堵,worktype
E1901,工况时间 2024-01-06 17:14:40,时间点,工况时间 2024-01-06 17:14:40 为时间点实体。,,,,worktype_time:红页L1HF:5:加砂中:缝口暂堵,time
E1902,砂比平均值: 8.6127,施工参数,砂比平均值: 8.6127 为施工参数特征。,,,,worktype_stats:红页L1HF:5:加砂中:缝口暂堵:砂比:mean,stat
E1903,砂比方差: 5.5183,施工参数,砂比方差: 5.5183 为施工参数特征。,,,,worktype_stats:红页L1HF:5:加砂中:缝口暂堵:砂比:var,stat
E1904,排量平均值: 18.5345,施工参数,排量平均值: 18.5345 为施工参数特征。,,,,worktype_stats:红页L1HF:5:加砂中:缝口暂堵:排量:mean,stat
E1905,排量方差: 25.5571,施工参数,排量方差: 25.5571 为施工参数特征。,,,,worktype_stats:红页L1HF:5:加砂中:缝口暂堵:排量:var,stat
E1906,施工泵压平均值: 63.2621,施工参数,施工泵压平均值: 63.2621 为施工参数特征。,,,,worktype_stats:红页L1HF:5:加砂中:缝口暂堵:施工泵压:mean,stat
E1907,施工泵压方差: 146.9356,施工参数,施工泵压方差: 146.9356 为施工参数特征。,,,,worktype_stats:红页L1HF:5:加砂中:缝口暂堵:施工泵压:var,stat
E1908,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:5:加砂中:缝口暂堵,suggestion
E1909,施工情况 加砂后,施工阶段,施工情况 加砂后 为施工阶段实体。,,,,condition:红页L1HF:5:加砂后,condition
E1910,施工时间 2024-01-06 18:36:40,时间点,施工时间 2024-01-06 18:36:40 为时间点实体。,,,,condition_time:红页L1HF:5:加砂后,time
E1911,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:5:加砂后:砂比:mean,stat
E1912,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:5:加砂后:砂比:var,stat
E1913,排量平均值: 2.7618,施工参数,排量平均值: 2.7618 为施工参数特征。,,,,condition_stats:红页L1HF:5:加砂后:排量:mean,stat
E1914,排量方差: 55.576,施工参数,排量方差: 55.576 为施工参数特征。,,,,condition_stats:红页L1HF:5:加砂后:排量:var,stat
E1915,施工泵压平均值: 40.0119,施工参数,施工泵压平均值: 40.0119 为施工参数特征。,,,,condition_stats:红页L1HF:5:加砂后:施工泵压:mean,stat
E1916,施工泵压方差: 161.0949,施工参数,施工泵压方差: 161.0949 为施工参数特征。,,,,condition_stats:红页L1HF:5:加砂后:施工泵压:var,stat
E1917,段号 6,压裂段,段号 6 为压裂段实体。,,,,segment:红页L1HF:6,segment
E1918,段号时间 2024-01-07 07:53:30,时间点,段号时间 2024-01-07 07:53:30 为时间点实体。,,,,segment_time:红页L1HF:6,time
E1919,砂比平均值: 10.2898,施工参数,砂比平均值: 10.2898 为施工参数特征。,,,,segment_stats:红页L1HF:6:砂比:mean,stat
E1920,砂比方差: 8.011,施工参数,砂比方差: 8.011 为施工参数特征。,,,,segment_stats:红页L1HF:6:砂比:var,stat
E1921,排量平均值: 15.0888,施工参数,排量平均值: 15.0888 为施工参数特征。,,,,segment_stats:红页L1HF:6:排量:mean,stat
E1922,排量方差: 95.7004,施工参数,排量方差: 95.7004 为施工参数特征。,,,,segment_stats:红页L1HF:6:排量:var,stat
E1923,施工泵压平均值: 59.3533,施工参数,施工泵压平均值: 59.3533 为施工参数特征。,,,,segment_stats:红页L1HF:6:施工泵压:mean,stat
E1924,施工泵压方差: 333.1348,施工参数,施工泵压方差: 333.1348 为施工参数特征。,,,,segment_stats:红页L1HF:6:施工泵压:var,stat
E1925,施工情况 加砂前,施工阶段,施工情况 加砂前 为施工阶段实体。,,,,condition:红页L1HF:6:加砂前,condition
E1926,施工时间 2024-01-07 07:53:30,时间点,施工时间 2024-01-07 07:53:30 为时间点实体。,,,,condition_time:红页L1HF:6:加砂前,time
E1927,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:6:加砂前:砂比:mean,stat
E1928,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:6:加砂前:砂比:var,stat
E1929,排量平均值: 6.7911,施工参数,排量平均值: 6.7911 为施工参数特征。,,,,condition_stats:红页L1HF:6:加砂前:排量:mean,stat
E1930,排量方差: 42.6271,施工参数,排量方差: 42.6271 为施工参数特征。,,,,condition_stats:红页L1HF:6:加砂前:排量:var,stat
E1931,施工泵压平均值: 49.1049,施工参数,施工泵压平均值: 49.1049 为施工参数特征。,,,,condition_stats:红页L1HF:6:加砂前:施工泵压:mean,stat
E1932,施工泵压方差: 520.8572,施工参数,施工泵压方差: 520.8572 为施工参数特征。,,,,condition_stats:红页L1HF:6:加砂前:施工泵压:var,stat
E1933,施工情况 加砂中,施工阶段,施工情况 加砂中 为施工阶段实体。,,,,condition:红页L1HF:6:加砂中,condition
E1934,施工时间 2024-01-07 08:30:20,时间点,施工时间 2024-01-07 08:30:20 为时间点实体。,,,,condition_time:红页L1HF:6:加砂中,time
E1935,砂比平均值: 10.2898,施工参数,砂比平均值: 10.2898 为施工参数特征。,,,,condition_stats:红页L1HF:6:加砂中:砂比:mean,stat
E1936,砂比方差: 8.011,施工参数,砂比方差: 8.011 为施工参数特征。,,,,condition_stats:红页L1HF:6:加砂中:砂比:var,stat
E1937,排量平均值: 20.3101,施工参数,排量平均值: 20.3101 为施工参数特征。,,,,condition_stats:红页L1HF:6:加砂中:排量:mean,stat
E1938,排量方差: 36.5346,施工参数,排量方差: 36.5346 为施工参数特征。,,,,condition_stats:红页L1HF:6:加砂中:排量:var,stat
E1939,施工泵压平均值: 66.5977,施工参数,施工泵压平均值: 66.5977 为施工参数特征。,,,,condition_stats:红页L1HF:6:加砂中:施工泵压:mean,stat
E1940,施工泵压方差: 162.5057,施工参数,施工泵压方差: 162.5057 为施工参数特征。,,,,condition_stats:红页L1HF:6:加砂中:施工泵压:var,stat
E1941,工况 缝内暂堵,工况事件,工况 缝内暂堵 为工况事件实体。,,,,worktype:红页L1HF:6:加砂中:缝内暂堵,worktype
E1942,工况时间 2024-01-07 08:52:30,时间点,工况时间 2024-01-07 08:52:30 为时间点实体。,,,,worktype_time:红页L1HF:6:加砂中:缝内暂堵,time
E1943,砂比平均值: 8.57,施工参数,砂比平均值: 8.57 为施工参数特征。,,,,worktype_stats:红页L1HF:6:加砂中:缝内暂堵:砂比:mean,stat
E1944,砂比方差: 6.915,施工参数,砂比方差: 6.915 为施工参数特征。,,,,worktype_stats:红页L1HF:6:加砂中:缝内暂堵:砂比:var,stat
E1945,排量平均值: 15.6159,施工参数,排量平均值: 15.6159 为施工参数特征。,,,,worktype_stats:红页L1HF:6:加砂中:缝内暂堵:排量:mean,stat
E1946,排量方差: 51.2546,施工参数,排量方差: 51.2546 为施工参数特征。,,,,worktype_stats:红页L1HF:6:加砂中:缝内暂堵:排量:var,stat
E1947,施工泵压平均值: 56.5715,施工参数,施工泵压平均值: 56.5715 为施工参数特征。,,,,worktype_stats:红页L1HF:6:加砂中:缝内暂堵:施工泵压:mean,stat
E1948,施工泵压方差: 190.2215,施工参数,施工泵压方差: 190.2215 为施工参数特征。,,,,worktype_stats:红页L1HF:6:加砂中:缝内暂堵:施工泵压:var,stat
E1949,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:6:加砂中:缝内暂堵,suggestion
E1950,工况 缝口暂堵,工况事件,工况 缝口暂堵 为工况事件实体。,,,,worktype:红页L1HF:6:加砂中:缝口暂堵,worktype
E1951,工况时间 2024-01-07 09:14:30,时间点,工况时间 2024-01-07 09:14:30 为时间点实体。,,,,worktype_time:红页L1HF:6:加砂中:缝口暂堵,time
E1952,砂比平均值: 8.2182,施工参数,砂比平均值: 8.2182 为施工参数特征。,,,,worktype_stats:红页L1HF:6:加砂中:缝口暂堵:砂比:mean,stat
E1953,砂比方差: 8.4459,施工参数,砂比方差: 8.4459 为施工参数特征。,,,,worktype_stats:红页L1HF:6:加砂中:缝口暂堵:砂比:var,stat
E1954,排量平均值: 17.8221,施工参数,排量平均值: 17.8221 为施工参数特征。,,,,worktype_stats:红页L1HF:6:加砂中:缝口暂堵:排量:mean,stat
E1955,排量方差: 29.9798,施工参数,排量方差: 29.9798 为施工参数特征。,,,,worktype_stats:红页L1HF:6:加砂中:缝口暂堵:排量:var,stat
E1956,施工泵压平均值: 59.5906,施工参数,施工泵压平均值: 59.5906 为施工参数特征。,,,,worktype_stats:红页L1HF:6:加砂中:缝口暂堵:施工泵压:mean,stat
E1957,施工泵压方差: 140.065,施工参数,施工泵压方差: 140.065 为施工参数特征。,,,,worktype_stats:红页L1HF:6:加砂中:缝口暂堵:施工泵压:var,stat
E1958,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:6:加砂中:缝口暂堵,suggestion
E1959,施工情况 加砂后,施工阶段,施工情况 加砂后 为施工阶段实体。,,,,condition:红页L1HF:6:加砂后,condition
E1960,施工时间 2024-01-07 10:53:10,时间点,施工时间 2024-01-07 10:53:10 为时间点实体。,,,,condition_time:红页L1HF:6:加砂后,time
E1961,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:6:加砂后:砂比:mean,stat
E1962,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:6:加砂后:砂比:var,stat
E1963,排量平均值: 3.4255,施工参数,排量平均值: 3.4255 为施工参数特征。,,,,condition_stats:红页L1HF:6:加砂后:排量:mean,stat
E1964,排量方差: 67.717,施工参数,排量方差: 67.717 为施工参数特征。,,,,condition_stats:红页L1HF:6:加砂后:排量:var,stat
E1965,施工泵压平均值: 41.8394,施工参数,施工泵压平均值: 41.8394 为施工参数特征。,,,,condition_stats:红页L1HF:6:加砂后:施工泵压:mean,stat
E1966,施工泵压方差: 179.7057,施工参数,施工泵压方差: 179.7057 为施工参数特征。,,,,condition_stats:红页L1HF:6:加砂后:施工泵压:var,stat
E1967,段号 7,压裂段,段号 7 为压裂段实体。,,,,segment:红页L1HF:7,segment
E1968,段号时间 2024-01-07 15:37:20,时间点,段号时间 2024-01-07 15:37:20 为时间点实体。,,,,segment_time:红页L1HF:7,time
E1969,砂比平均值: 9.8497,施工参数,砂比平均值: 9.8497 为施工参数特征。,,,,segment_stats:红页L1HF:7:砂比:mean,stat
E1970,砂比方差: 9.4516,施工参数,砂比方差: 9.4516 为施工参数特征。,,,,segment_stats:红页L1HF:7:砂比:var,stat
