entity_id,entity_name,entity_type,description,image_path,audio_path,video_path,source_id
E01166,"施工泵压变化 起63.19→止62.89，变化-0.3，均值63.0194，范围[62.89, 63.19]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:32:7
E01167,"排量变化 起24.06→止24.06，变化0，均值24.06，范围[24.06, 24.06]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:32:7
E01168,"砂比变化 起12→止0.2，变化-11.8，均值11.2688，范围[0.2, 12.1]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:32:7
E01169,时间窗 W008,时间窗,井 红页L1HF-段 32 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:32:8
E01170,0.12%减阻水@时间窗 W008,液型时间窗,井 红页L1HF-段 32-时间窗 W008 对应的液型使用实例。,,,,fluid_usage:红页L1HF:32:8:0.12%减阻水
E01171,"施工泵压变化 起62.94→止67.39，变化4.45，均值68.1675，范围[62.93, 72.82]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:32:8
E01172,"排量变化 起24.06→止24.05，变化-0.01，均值24.0502，范围[24.05, 24.06]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:32:8
E01173,"砂比变化 起1→止10.5，变化9.5，均值9.7613，范围[0.5, 12.1]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:32:8
E01174,时间窗 W009,时间窗,井 红页L1HF-段 32 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:32:9
E01175,0.18%减阻水@时间窗 W009,液型时间窗,井 红页L1HF-段 32-时间窗 W009 对应的液型使用实例。,,,,fluid_usage:红页L1HF:32:9:0.18%减阻水
E01176,"施工泵压变化 起67.37→止67.14，变化-0.23，均值67.2829，范围[67.14, 67.4]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:32:9
E01177,"排量变化 起24.05→止24.05，变化0，均值24.05，范围[24.05, 24.05]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:32:9
E01178,"砂比变化 起10.4→止0.7，变化-9.7，均值10.3706，范围[0.7, 11.1]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:32:9
E01179,时间窗 W010,时间窗,井 红页L1HF-段 32 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:32:10
E01180,0.12%减阻水@时间窗 W010,液型时间窗,井 红页L1HF-段 32-时间窗 W010 对应的液型使用实例。,,,,fluid_usage:红页L1HF:32:10:0.12%减阻水
E01181,"施工泵压变化 起67.16→止77.39，变化10.23，均值80.5936，范围[65.7, 88.54]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:32:10
E01182,"排量变化 起24.05→止24.06，变化0.01，均值22.5322，范围[20.91, 24.06]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:32:10
E01183,"砂比变化 起0.1→止11.2，变化11.1，均值8.2871，范围[0.1, 12.3]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:32:10
E01184,时间窗 W011,时间窗,井 红页L1HF-段 32 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:32:11
E01185,0.25%减阻水@时间窗 W011,液型时间窗,井 红页L1HF-段 32-时间窗 W011 对应的液型使用实例。,,,,fluid_usage:红页L1HF:32:11:0.25%减阻水
E01186,"施工泵压变化 起77.41→止76.75，变化-0.66，均值77.1114，范围[76.75, 77.53]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:32:11
E01187,"排量变化 起24.06→止24.06，变化0，均值24.06，范围[24.06, 24.06]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:32:11
E01188,"砂比变化 起12.1→止0.7，变化-11.4，均值11.8286，范围[0.7, 13.1]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:32:11
E01189,时间窗 W012,时间窗,井 红页L1HF-段 32 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:32:12
E01190,0.12%减阻水@时间窗 W012,液型时间窗,井 红页L1HF-段 32-时间窗 W012 对应的液型使用实例。,,,,fluid_usage:红页L1HF:32:12:0.12%减阻水
E01191,"施工泵压变化 起76.81→止0，变化-76.81，均值38.7172，范围[0, 76.81]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:32:12
E01192,"排量变化 起24.06→止0，变化-24.06，均值1.4884，范围[0, 24.06]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:32:12
E01193,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:32:12
E01194,段 33,压裂段,井 红页L1HF 的第 33 段。,,,,segment:红页L1HF:33
E01195,时间窗 W001,时间窗,井 红页L1HF-段 33 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:33:1
E01196,0.12%减阻水@时间窗 W001,液型时间窗,井 红页L1HF-段 33-时间窗 W001 对应的液型使用实例。,,,,fluid_usage:红页L1HF:33:1:0.12%减阻水
E01197,"施工泵压变化 起19.72→止31.22，变化11.5，均值27.5788，范围[19.72, 31.22]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:33:1
E01198,"排量变化 起0.13→止1.99，变化1.86，均值1.6712，范围[0.13, 1.99]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:33:1
E01199,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:33:1
E01200,时间窗 W002,时间窗,井 红页L1HF-段 33 中使用液型 15%HCl 的连续时间窗。,,,,time_window:红页L1HF:33:2
E01201,15%HCl@时间窗 W002,液型时间窗,井 红页L1HF-段 33-时间窗 W002 对应的液型使用实例。,,,,fluid_usage:红页L1HF:33:2:15%HCl
E01202,"施工泵压变化 起31.46→止46.76，变化15.3，均值35.9138，范围[31.46, 47.43]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:33:2
E01203,"排量变化 起1.99→止1.99，变化0，均值1.99，范围[1.99, 1.99]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:33:2
E01204,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:33:2
E01205,时间窗 W003,时间窗,井 红页L1HF-段 33 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:33:3
E01206,0.25%减阻水@时间窗 W003,液型时间窗,井 红页L1HF-段 33-时间窗 W003 对应的液型使用实例。,,,,fluid_usage:红页L1HF:33:3:0.25%减阻水
E01207,"施工泵压变化 起46.04→止60.25，变化14.21，均值59.6445，范围[45.2, 79.98]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:33:3
E01208,"排量变化 起1.99→止24.05，变化22.06，均值15.3385，范围[1.99, 24.05]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:33:3
E01209,"砂比变化 起0.1→止0.1，变化0，均值0.1，范围[0.1, 0.1]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:33:3
E01210,时间窗 W004,时间窗,井 红页L1HF-段 33 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:33:4
E01211,0.18%减阻水@时间窗 W004,液型时间窗,井 红页L1HF-段 33-时间窗 W004 对应的液型使用实例。,,,,fluid_usage:红页L1HF:33:4:0.18%减阻水
E01212,"施工泵压变化 起60.28→止58.55，变化-1.73，均值59.455，范围[58.55, 60.28]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:33:4
E01213,"排量变化 起24.05→止24.05，变化0，均值24.05，范围[24.05, 24.05]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:33:4
E01214,"砂比变化 起5.8→止5，变化-0.8，均值5.0375，范围[4.8, 5.8]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:33:4
E01215,时间窗 W005,时间窗,井 红页L1HF-段 33 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:33:5
E01216,0.12%减阻水@时间窗 W005,液型时间窗,井 红页L1HF-段 33-时间窗 W005 对应的液型使用实例。,,,,fluid_usage:红页L1HF:33:5:0.12%减阻水
E01217,"施工泵压变化 起58.58→止57.64，变化-0.94，均值58.0234，范围[57.46, 58.6]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:33:5
E01218,"排量变化 起24.05→止24.04，变化-0.01，均值24.0487，范围[24.04, 24.05]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:33:5
E01219,"砂比变化 起6.1→止12.1，变化6，均值9.4333，范围[0.5, 12.1]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:33:5
E01220,时间窗 W006,时间窗,井 红页L1HF-段 33 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:33:6
E01221,0.18%减阻水@时间窗 W006,液型时间窗,井 红页L1HF-段 33-时间窗 W006 对应的液型使用实例。,,,,fluid_usage:红页L1HF:33:6:0.18%减阻水
E01222,"施工泵压变化 起57.62→止57.48，变化-0.14，均值57.5612，范围[57.48, 57.62]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:33:6
E01223,"排量变化 起24.04→止24.04，变化0，均值24.04，范围[24.04, 24.04]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:33:6
E01224,"砂比变化 起11.2→止1，变化-10.2，均值11.3059，范围[1, 12]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:33:6
E01225,时间窗 W007,时间窗,井 红页L1HF-段 33 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:33:7
E01226,0.12%减阻水@时间窗 W007,液型时间窗,井 红页L1HF-段 33-时间窗 W007 对应的液型使用实例。,,,,fluid_usage:红页L1HF:33:7:0.12%减阻水
E01227,"施工泵压变化 起57.4→止57.19，变化-0.21，均值57.2997，范围[57.17, 57.57]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:33:7
E01228,"排量变化 起24.04→止24.04，变化0，均值24.04，范围[24.04, 24.04]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:33:7
E01229,"砂比变化 起5.3→止11，变化5.7，均值10.1172，范围[5.3, 12.1]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:33:7
E01230,时间窗 W008,时间窗,井 红页L1HF-段 33 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:33:8
E01231,0.18%减阻水@时间窗 W008,液型时间窗,井 红页L1HF-段 33-时间窗 W008 对应的液型使用实例。,,,,fluid_usage:红页L1HF:33:8:0.18%减阻水
E01232,"施工泵压变化 起57.2→止57.17，变化-0.03，均值57.1753，范围[57.1, 57.25]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:33:8
E01233,"排量变化 起24.04→止24.04，变化0，均值24.04，范围[24.04, 24.04]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:33:8
E01234,"砂比变化 起11.6→止12.1，变化0.5，均值12.0667，范围[11.6, 12.1]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:33:8
E01235,时间窗 W009,时间窗,井 红页L1HF-段 33 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:33:9
E01236,0.12%减阻水@时间窗 W009,液型时间窗,井 红页L1HF-段 33-时间窗 W009 对应的液型使用实例。,,,,fluid_usage:红页L1HF:33:9:0.12%减阻水
E01237,"施工泵压变化 起57.1→止61.15，变化4.05，均值59.1448，范围[57.1, 62.64]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:33:9
E01238,"排量变化 起24.04→止24.05，变化0.01，均值24.0439，范围[24.04, 24.05]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:33:9
E01239,"砂比变化 起0.3→止12.1，变化11.8，均值10.5803，范围[0.3, 13.1]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:33:9
E01240,时间窗 W010,时间窗,井 红页L1HF-段 33 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:33:10
E01241,0.25%减阻水@时间窗 W010,液型时间窗,井 红页L1HF-段 33-时间窗 W010 对应的液型使用实例。,,,,fluid_usage:红页L1HF:33:10:0.25%减阻水
E01242,"施工泵压变化 起61.19→止60.84，变化-0.35，均值61.0652，范围[60.84, 61.28]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:33:10
E01243,"排量变化 起24.05→止24.05，变化0，均值24.05，范围[24.05, 24.05]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:33:10
E01244,"砂比变化 起10.4→止1.1，变化-9.3，均值11.8913，范围[1.1, 13.1]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:33:10
E01245,时间窗 W011,时间窗,井 红页L1HF-段 33 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:33:11
E01246,0.12%减阻水@时间窗 W011,液型时间窗,井 红页L1HF-段 33-时间窗 W011 对应的液型使用实例。,,,,fluid_usage:红页L1HF:33:11:0.12%减阻水
E01247,"施工泵压变化 起60.75→止0，变化-60.75，均值38.8971，范围[0, 60.75]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:33:11
E01248,"排量变化 起24.05→止0，变化-24.05，均值1.3282，范围[0, 24.05]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:33:11
E01249,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:33:11
E01250,段 34,压裂段,井 红页L1HF 的第 34 段。,,,,segment:红页L1HF:34
E01251,时间窗 W001,时间窗,井 红页L1HF-段 34 中使用液型 0 的连续时间窗。,,,,time_window:红页L1HF:34:1
E01252,0@时间窗 W001,液型时间窗,井 红页L1HF-段 34-时间窗 W001 对应的液型使用实例。,,,,fluid_usage:红页L1HF:34:1:0
E01253,"施工泵压变化 起6.81→止25.64，变化18.83，均值19.49，范围[6.81, 26.02]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:34:1
E01254,"排量变化 起0→止0，变化0，均值0，范围[0, 0]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:34:1
E01255,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:34:1
E01256,时间窗 W002,时间窗,井 红页L1HF-段 34 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:34:2
E01257,0.12%减阻水@时间窗 W002,液型时间窗,井 红页L1HF-段 34-时间窗 W002 对应的液型使用实例。,,,,fluid_usage:红页L1HF:34:2:0.12%减阻水
E01258,"施工泵压变化 起27.67→止30.05，变化2.38，均值29.2576，范围[27.67, 30.05]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:34:2
E01259,"排量变化 起0.33→止1.05，变化0.72，均值0.9924，范围[0.33, 1.05]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:34:2
E01260,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:34:2
E01261,时间窗 W003,时间窗,井 红页L1HF-段 34 中使用液型 15%HCl 的连续时间窗。,,,,time_window:红页L1HF:34:3
E01262,15%HCl@时间窗 W003,液型时间窗,井 红页L1HF-段 34-时间窗 W003 对应的液型使用实例。,,,,fluid_usage:红页L1HF:34:3:15%HCl
E01263,"施工泵压变化 起30.25→止44.36，变化14.11，均值33.6237，范围[30.25, 47.17]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:34:3
E01264,"排量变化 起1.05→止1.99，变化0.94，均值1.2091，范围[1.05, 1.99]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:34:3
E01265,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:34:3
E01266,时间窗 W004,时间窗,井 红页L1HF-段 34 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:34:4
E01267,0.25%减阻水@时间窗 W004,液型时间窗,井 红页L1HF-段 34-时间窗 W004 对应的液型使用实例。,,,,fluid_usage:红页L1HF:34:4:0.25%减阻水
E01268,"施工泵压变化 起44.37→止58.99，变化14.62，均值60.1693，范围[44.37, 81.46]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:34:4
E01269,"排量变化 起1.99→止24，变化22.01，均值16.0278，范围[1.99, 24.36]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:34:4
E01270,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:34:4
E01271,时间窗 W005,时间窗,井 红页L1HF-段 34 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:34:5
E01272,0.18%减阻水@时间窗 W005,液型时间窗,井 红页L1HF-段 34-时间窗 W005 对应的液型使用实例。,,,,fluid_usage:红页L1HF:34:5:0.18%减阻水
E01273,"施工泵压变化 起58.99→止57.4，变化-1.59，均值58.3644，范围[57.4, 59.03]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:34:5
E01274,"排量变化 起24→止24，变化0，均值24，范围[24, 24]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:34:5
E01275,"砂比变化 起0.4→止5，变化4.6，均值4.7125，范围[0.4, 5.6]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:34:5
E01276,时间窗 W006,时间窗,井 红页L1HF-段 34 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:34:6
E01277,0.12%减阻水@时间窗 W006,液型时间窗,井 红页L1HF-段 34-时间窗 W006 对应的液型使用实例。,,,,fluid_usage:红页L1HF:34:6:0.12%减阻水
E01278,"施工泵压变化 起57.35→止56.02，变化-1.33，均值53.3414，范围[36.82, 57.35]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:34:6
E01279,"排量变化 起24→止24.01，变化0.01，均值20.641，范围[3.15, 24.09]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:34:6
E01280,"砂比变化 起5.2→止10.6，变化5.4，均值9.9692，范围[0.1, 13]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:34:6
E01281,时间窗 W007,时间窗,井 红页L1HF-段 34 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:34:7
E01282,0.18%减阻水@时间窗 W007,液型时间窗,井 红页L1HF-段 34-时间窗 W007 对应的液型使用实例。,,,,fluid_usage:红页L1HF:34:7:0.18%减阻水
E01283,"施工泵压变化 起56.04→止56.13，变化0.09，均值56.0586，范围[55.93, 56.16]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:34:7
E01284,"排量变化 起24.01→止24.01，变化0，均值24.01，范围[24.01, 24.01]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:34:7
E01285,"砂比变化 起10.2→止0.8，变化-9.4，均值10.9471，范围[0.8, 12]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:34:7
E01286,时间窗 W008,时间窗,井 红页L1HF-段 34 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:34:8
E01287,0.12%减阻水@时间窗 W008,液型时间窗,井 红页L1HF-段 34-时间窗 W008 对应的液型使用实例。,,,,fluid_usage:红页L1HF:34:8:0.12%减阻水
E01288,"施工泵压变化 起56.64→止59.13，变化2.49，均值58.7158，范围[56.6, 59.85]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:34:8
E01289,"排量变化 起24→止24.01，变化0.01，均值24.0025，范围[24, 24.01]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:34:8
E01290,"砂比变化 起0.3→止10.5，变化10.2，均值10.4331，范围[0.3, 13.1]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:34:8
E01291,时间窗 W009,时间窗,井 红页L1HF-段 34 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:34:9
E01292,0.18%减阻水@时间窗 W009,液型时间窗,井 红页L1HF-段 34-时间窗 W009 对应的液型使用实例。,,,,fluid_usage:红页L1HF:34:9:0.18%减阻水
E01293,"施工泵压变化 起59.15→止58.95，变化-0.2，均值59.1313，范围[58.95, 59.23]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:34:9
E01294,"排量变化 起24.01→止24.01，变化0，均值24.01，范围[24.01, 24.01]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:34:9
E01295,"砂比变化 起12.1→止3.9，变化-8.2，均值12.3333，范围[3.9, 13]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:34:9
E01296,时间窗 W010,时间窗,井 红页L1HF-段 34 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:34:10
E01297,0.12%减阻水@时间窗 W010,液型时间窗,井 红页L1HF-段 34-时间窗 W010 对应的液型使用实例。,,,,fluid_usage:红页L1HF:34:10:0.12%减阻水
E01298,"施工泵压变化 起56.83→止61.03，变化4.2，均值59.6062，范围[56.83, 62.7]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:34:10
E01299,"排量变化 起24.01→止24，变化-0.01，均值24.0068，范围[24, 24.01]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:34:10
E01300,"砂比变化 起2.9→止10.8，变化7.9，均值10.7088，范围[0.1, 13]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:34:10
E01301,时间窗 W011,时间窗,井 红页L1HF-段 34 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:34:11
E01302,0.25%减阻水@时间窗 W011,液型时间窗,井 红页L1HF-段 34-时间窗 W011 对应的液型使用实例。,,,,fluid_usage:红页L1HF:34:11:0.25%减阻水
E01303,"施工泵压变化 起60.96→止60.16，变化-0.8，均值60.4106，范围[60.14, 60.96]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:34:11
E01304,"排量变化 起24→止24，变化0，均值24，范围[24, 24]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:34:11
E01305,"砂比变化 起8→止0.2，变化-7.8，均值6.1412，范围[0.2, 8]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:34:11
E01306,时间窗 W012,时间窗,井 红页L1HF-段 34 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:34:12
E01307,0.12%减阻水@时间窗 W012,液型时间窗,井 红页L1HF-段 34-时间窗 W012 对应的液型使用实例。,,,,fluid_usage:红页L1HF:34:12:0.12%减阻水
E01308,"施工泵压变化 起60.22→止0.33，变化-59.89，均值36.3852，范围[0.33, 64.45]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:34:12
E01309,"排量变化 起24→止0，变化-24，均值1.5024，范围[0, 24.01]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:34:12
E01310,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:34:12
E01311,段 4,压裂段,井 红页L1HF 的第 4 段。,,,,segment:红页L1HF:4
E01312,时间窗 W001,时间窗,井 红页L1HF-段 4 中使用液型 0 的连续时间窗。,,,,time_window:红页L1HF:4:1
E01313,0@时间窗 W001,液型时间窗,井 红页L1HF-段 4-时间窗 W001 对应的液型使用实例。,,,,fluid_usage:红页L1HF:4:1:0
E01314,"施工泵压变化 起12.31→止17.43，变化5.12，均值16.7963，范围[12.31, 17.47]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:4:1
E01315,"排量变化 起0→止0，变化0，均值0，范围[0, 0]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:4:1
E01316,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:4:1
E01317,时间窗 W002,时间窗,井 红页L1HF-段 4 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:4:2
E01318,0.12%减阻水@时间窗 W002,液型时间窗,井 红页L1HF-段 4-时间窗 W002 对应的液型使用实例。,,,,fluid_usage:红页L1HF:4:2:0.12%减阻水
E01319,"施工泵压变化 起17.7→止39.76，变化22.06，均值31.3733，范围[17.7, 39.76]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:4:2
E01320,"排量变化 起0.17→止1.84，变化1.67，均值1.4495，范围[0.17, 1.84]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:4:2
E01321,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:4:2
E01322,时间窗 W003,时间窗,井 红页L1HF-段 4 中使用液型 15%HCl 的连续时间窗。,,,,time_window:红页L1HF:4:3
E01323,15%HCl@时间窗 W003,液型时间窗,井 红页L1HF-段 4-时间窗 W003 对应的液型使用实例。,,,,fluid_usage:红页L1HF:4:3:15%HCl
E01324,"施工泵压变化 起39.89→止39.6，变化-0.29，均值39.9915，范围[39.6, 40.21]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:4:3
E01325,"排量变化 起1.84→止1.84，变化0，均值1.84，范围[1.84, 1.84]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:4:3
E01326,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:4:3
E01327,时间窗 W004,时间窗,井 红页L1HF-段 4 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:4:4
E01328,0.25%减阻水@时间窗 W004,液型时间窗,井 红页L1HF-段 4-时间窗 W004 对应的液型使用实例。,,,,fluid_usage:红页L1HF:4:4:0.25%减阻水
E01329,"施工泵压变化 起39.55→止54.81，变化15.26，均值45.0031，范围[39.55, 54.81]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:4:4
E01330,"排量变化 起1.84→止7.9，变化6.06，均值3.7219，范围[1.84, 7.9]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:4:4
E01331,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:4:4
E01332,时间窗 W005,时间窗,井 红页L1HF-段 4 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:4:5
E01333,0.12%减阻水@时间窗 W005,液型时间窗,井 红页L1HF-段 4-时间窗 W005 对应的液型使用实例。,,,,fluid_usage:红页L1HF:4:5:0.12%减阻水
E01334,"施工泵压变化 起56.7→止77.81，变化21.11，均值72.7427，范围[48.83, 91.55]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:4:5
E01335,"排量变化 起8.32→止24.04，变化15.72，均值22.5749，范围[8.32, 24.09]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:4:5
E01336,"砂比变化 起0.1→止11.1，变化11，均值9.6441，范围[0.1, 14.4]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:4:5
