id,head,relation,tail,head_entity_id,tail_entity_id,head_source_id,tail_source_id,derived
2174,施工情况 加砂前,持续时间,30分钟30秒,E0555,,condition:红页L1HF:17:加砂前,,yes
2175,施工情况 加砂中,开始时间,2024-01-12 15:18:00,E0563,,condition:红页L1HF:17:加砂中,,yes
2176,施工情况 加砂中,结束时间,2024-01-12 17:22:10,E0563,,condition:红页L1HF:17:加砂中,,yes
2177,施工情况 加砂中,持续时间,2小时4分钟10秒,E0563,,condition:红页L1HF:17:加砂中,,yes
2178,施工情况 加砂后,开始时间,2024-01-12 17:22:10,E0598,,condition:红页L1HF:17:加砂后,,yes
2179,施工情况 加砂前,开始时间,2024-01-13 16:02:20,E0623,,condition:红页L1HF:18:加砂前,,yes
2180,施工情况 加砂前,结束时间,2024-01-13 16:40:00,E0623,,condition:红页L1HF:18:加砂前,,yes
2181,施工情况 加砂前,持续时间,37分钟40秒,E0623,,condition:红页L1HF:18:加砂前,,yes
2182,施工情况 加砂中,开始时间,2024-01-13 16:40:00,E0631,,condition:红页L1HF:18:加砂中,,yes
2183,施工情况 加砂中,结束时间,2024-01-13 18:22:00,E0631,,condition:红页L1HF:18:加砂中,,yes
2184,施工情况 加砂中,持续时间,1小时42分钟,E0631,,condition:红页L1HF:18:加砂中,,yes
2185,施工情况 加砂后,开始时间,2024-01-13 18:22:00,E0666,,condition:红页L1HF:18:加砂后,,yes
2186,施工情况 加砂前,开始时间,2024-01-14 07:46:00,E0691,,condition:红页L1HF:19:加砂前,,yes
2187,施工情况 加砂前,结束时间,2024-01-14 08:20:40,E0691,,condition:红页L1HF:19:加砂前,,yes
2188,施工情况 加砂前,持续时间,34分钟40秒,E0691,,condition:红页L1HF:19:加砂前,,yes
2189,施工情况 加砂中,开始时间,2024-01-14 08:20:40,E0699,,condition:红页L1HF:19:加砂中,,yes
2190,施工情况 加砂中,结束时间,2024-01-14 10:01:00,E0699,,condition:红页L1HF:19:加砂中,,yes
2191,施工情况 加砂中,持续时间,1小时40分钟20秒,E0699,,condition:红页L1HF:19:加砂中,,yes
2192,施工情况 加砂后,开始时间,2024-01-14 10:01:00,E0734,,condition:红页L1HF:19:加砂后,,yes
2193,施工情况 加砂前,开始时间,2024-01-05 08:41:30,E0759,,condition:红页L1HF:2:加砂前,,yes
2194,施工情况 加砂前,结束时间,2024-01-05 09:25:00,E0759,,condition:红页L1HF:2:加砂前,,yes
2195,施工情况 加砂前,持续时间,43分钟30秒,E0759,,condition:红页L1HF:2:加砂前,,yes
2196,施工情况 加砂中,开始时间,2024-01-05 09:25:00,E0776,,condition:红页L1HF:2:加砂中,,yes
2197,施工情况 加砂中,结束时间,2024-01-05 10:41:20,E0776,,condition:红页L1HF:2:加砂中,,yes
2198,施工情况 加砂中,持续时间,1小时16分钟20秒,E0776,,condition:红页L1HF:2:加砂中,,yes
2199,施工情况 加砂后,开始时间,2024-01-05 10:41:20,E0820,,condition:红页L1HF:2:加砂后,,yes
2200,施工情况 加砂前,开始时间,2024-01-14 14:05:00,E0845,,condition:红页L1HF:20:加砂前,,yes
2201,施工情况 加砂前,结束时间,2024-01-14 14:40:50,E0845,,condition:红页L1HF:20:加砂前,,yes
2202,施工情况 加砂前,持续时间,35分钟50秒,E0845,,condition:红页L1HF:20:加砂前,,yes
2203,施工情况 加砂中,开始时间,2024-01-14 14:40:50,E0853,,condition:红页L1HF:20:加砂中,,yes
2204,施工情况 加砂中,结束时间,2024-01-14 16:21:10,E0853,,condition:红页L1HF:20:加砂中,,yes
2205,施工情况 加砂中,持续时间,1小时40分钟20秒,E0853,,condition:红页L1HF:20:加砂中,,yes
2206,施工情况 加砂后,开始时间,2024-01-14 16:21:10,E0888,,condition:红页L1HF:20:加砂后,,yes
2207,施工情况 加砂前,开始时间,2024-01-15 08:33:10,E0913,,condition:红页L1HF:21:加砂前,,yes
2208,施工情况 加砂前,结束时间,2024-01-15 09:08:10,E0913,,condition:红页L1HF:21:加砂前,,yes
2209,施工情况 加砂前,持续时间,35分钟,E0913,,condition:红页L1HF:21:加砂前,,yes
2210,施工情况 加砂中,开始时间,2024-01-15 09:08:10,E0921,,condition:红页L1HF:21:加砂中,,yes
2211,施工情况 加砂中,结束时间,2024-01-15 10:49:40,E0921,,condition:红页L1HF:21:加砂中,,yes
2212,施工情况 加砂中,持续时间,1小时41分钟30秒,E0921,,condition:红页L1HF:21:加砂中,,yes
2213,施工情况 加砂后,开始时间,2024-01-15 10:49:40,E0956,,condition:红页L1HF:21:加砂后,,yes
2214,施工情况 加砂前,开始时间,2024-01-15 15:09:50,E0972,,condition:红页L1HF:22:加砂前,,yes
2215,施工情况 加砂前,结束时间,2024-01-15 15:46:20,E0972,,condition:红页L1HF:22:加砂前,,yes
2216,施工情况 加砂前,持续时间,36分钟30秒,E0972,,condition:红页L1HF:22:加砂前,,yes
2217,施工情况 加砂中,开始时间,2024-01-15 15:46:20,E0980,,condition:红页L1HF:22:加砂中,,yes
2218,施工情况 加砂中,结束时间,2024-01-15 17:13:50,E0980,,condition:红页L1HF:22:加砂中,,yes
2219,施工情况 加砂中,持续时间,1小时27分钟30秒,E0980,,condition:红页L1HF:22:加砂中,,yes
2220,施工情况 加砂后,开始时间,2024-01-15 17:13:50,E1015,,condition:红页L1HF:22:加砂后,,yes
2221,施工情况 加砂前,开始时间,2024-01-16 08:28:30,E1040,,condition:红页L1HF:23:加砂前,,yes
2222,施工情况 加砂前,结束时间,2024-01-16 08:59:10,E1040,,condition:红页L1HF:23:加砂前,,yes
2223,施工情况 加砂前,持续时间,30分钟40秒,E1040,,condition:红页L1HF:23:加砂前,,yes
2224,施工情况 加砂中,开始时间,2024-01-16 08:59:10,E1048,,condition:红页L1HF:23:加砂中,,yes
2225,施工情况 加砂中,结束时间,2024-01-16 10:44:30,E1048,,condition:红页L1HF:23:加砂中,,yes
2226,施工情况 加砂中,持续时间,1小时45分钟20秒,E1048,,condition:红页L1HF:23:加砂中,,yes
2227,施工情况 加砂后,开始时间,2024-01-16 10:44:30,E1083,,condition:红页L1HF:23:加砂后,,yes
2228,施工情况 加砂前,开始时间,2024-01-16 15:04:10,E1108,,condition:红页L1HF:24:加砂前,,yes
2229,施工情况 加砂前,结束时间,2024-01-16 15:37:50,E1108,,condition:红页L1HF:24:加砂前,,yes
2230,施工情况 加砂前,持续时间,33分钟40秒,E1108,,condition:红页L1HF:24:加砂前,,yes
2231,施工情况 加砂中,开始时间,2024-01-16 15:37:50,E1116,,condition:红页L1HF:24:加砂中,,yes
2232,施工情况 加砂中,结束时间,2024-01-16 17:23:40,E1116,,condition:红页L1HF:24:加砂中,,yes
2233,施工情况 加砂中,持续时间,1小时45分钟50秒,E1116,,condition:红页L1HF:24:加砂中,,yes
2234,施工情况 加砂后,开始时间,2024-01-16 17:23:40,E1151,,condition:红页L1HF:24:加砂后,,yes
2235,施工情况 加砂前,开始时间,2024-01-17 08:10:10,E1167,,condition:红页L1HF:25:加砂前,,yes
2236,施工情况 加砂前,结束时间,2024-01-17 08:43:00,E1167,,condition:红页L1HF:25:加砂前,,yes
2237,施工情况 加砂前,持续时间,32分钟50秒,E1167,,condition:红页L1HF:25:加砂前,,yes
2238,施工情况 加砂中,开始时间,2024-01-17 08:43:00,E1175,,condition:红页L1HF:25:加砂中,,yes
2239,施工情况 加砂中,结束时间,2024-01-17 10:38:20,E1175,,condition:红页L1HF:25:加砂中,,yes
2240,施工情况 加砂中,持续时间,1小时55分钟20秒,E1175,,condition:红页L1HF:25:加砂中,,yes
2241,施工情况 加砂后,开始时间,2024-01-17 10:38:20,E1210,,condition:红页L1HF:25:加砂后,,yes
2242,施工情况 加砂前,开始时间,2024-01-17 17:02:40,E1226,,condition:红页L1HF:26:加砂前,,yes
2243,施工情况 加砂前,结束时间,2024-01-17 17:32:30,E1226,,condition:红页L1HF:26:加砂前,,yes
2244,施工情况 加砂前,持续时间,29分钟50秒,E1226,,condition:红页L1HF:26:加砂前,,yes
2245,施工情况 加砂中,开始时间,2024-01-17 17:32:30,E1234,,condition:红页L1HF:26:加砂中,,yes
2246,施工情况 加砂中,结束时间,2024-01-17 19:32:40,E1234,,condition:红页L1HF:26:加砂中,,yes
2247,施工情况 加砂中,持续时间,2小时10秒,E1234,,condition:红页L1HF:26:加砂中,,yes
2248,施工情况 加砂后,开始时间,2024-01-17 19:32:40,E1269,,condition:红页L1HF:26:加砂后,,yes
2249,施工情况 加砂前,开始时间,2024-01-18 08:38:30,E1285,,condition:红页L1HF:27:加砂前,,yes
2250,施工情况 加砂前,结束时间,2024-01-18 09:12:30,E1285,,condition:红页L1HF:27:加砂前,,yes
2251,施工情况 加砂前,持续时间,34分钟,E1285,,condition:红页L1HF:27:加砂前,,yes
2252,施工情况 加砂中,开始时间,2024-01-18 09:12:30,E1293,,condition:红页L1HF:27:加砂中,,yes
2253,施工情况 加砂中,结束时间,2024-01-18 10:42:40,E1293,,condition:红页L1HF:27:加砂中,,yes
2254,施工情况 加砂中,持续时间,1小时30分钟10秒,E1293,,condition:红页L1HF:27:加砂中,,yes
2255,施工情况 加砂后,开始时间,2024-01-18 10:42:40,E1328,,condition:红页L1HF:27:加砂后,,yes
2256,施工情况 加砂前,开始时间,2024-01-18 14:53:10,E1353,,condition:红页L1HF:28:加砂前,,yes
2257,施工情况 加砂前,结束时间,2024-01-18 15:26:00,E1353,,condition:红页L1HF:28:加砂前,,yes
2258,施工情况 加砂前,持续时间,32分钟50秒,E1353,,condition:红页L1HF:28:加砂前,,yes
2259,施工情况 加砂中,开始时间,2024-01-18 15:26:00,E1361,,condition:红页L1HF:28:加砂中,,yes
2260,施工情况 加砂中,结束时间,2024-01-18 16:58:10,E1361,,condition:红页L1HF:28:加砂中,,yes
2261,施工情况 加砂中,持续时间,1小时32分钟10秒,E1361,,condition:红页L1HF:28:加砂中,,yes
2262,施工情况 加砂后,开始时间,2024-01-18 16:58:10,E1387,,condition:红页L1HF:28:加砂后,,yes
2263,施工情况 加砂前,开始时间,2024-01-19 08:34:20,E1403,,condition:红页L1HF:29:加砂前,,yes
2264,施工情况 加砂前,结束时间,2024-01-19 09:05:20,E1403,,condition:红页L1HF:29:加砂前,,yes
2265,施工情况 加砂前,持续时间,31分钟,E1403,,condition:红页L1HF:29:加砂前,,yes
2266,施工情况 加砂中,开始时间,2024-01-19 09:05:20,E1411,,condition:红页L1HF:29:加砂中,,yes
2267,施工情况 加砂中,结束时间,2024-01-19 10:36:00,E1411,,condition:红页L1HF:29:加砂中,,yes
2268,施工情况 加砂中,持续时间,1小时30分钟40秒,E1411,,condition:红页L1HF:29:加砂中,,yes
2269,施工情况 加砂后,开始时间,2024-01-19 10:36:00,E1437,,condition:红页L1HF:29:加砂后,,yes
2270,施工情况 加砂前,开始时间,2024-01-05 16:37:30,E1453,,condition:红页L1HF:3:加砂前,,yes
2271,施工情况 加砂前,结束时间,2024-01-05 17:14:30,E1453,,condition:红页L1HF:3:加砂前,,yes
2272,施工情况 加砂前,持续时间,37分钟,E1453,,condition:红页L1HF:3:加砂前,,yes
2273,施工情况 加砂中,开始时间,2024-01-05 17:14:30,E1461,,condition:红页L1HF:3:加砂中,,yes
2274,施工情况 加砂中,结束时间,2024-01-05 18:36:20,E1461,,condition:红页L1HF:3:加砂中,,yes
2275,施工情况 加砂中,持续时间,1小时21分钟50秒,E1461,,condition:红页L1HF:3:加砂中,,yes
2276,施工情况 加砂后,开始时间,2024-01-05 18:36:20,E1496,,condition:红页L1HF:3:加砂后,,yes
2277,施工情况 加砂前,开始时间,2024-01-19 15:08:40,E1512,,condition:红页L1HF:30:加砂前,,yes
2278,施工情况 加砂前,结束时间,2024-01-19 15:38:30,E1512,,condition:红页L1HF:30:加砂前,,yes
2279,施工情况 加砂前,持续时间,29分钟50秒,E1512,,condition:红页L1HF:30:加砂前,,yes
2280,施工情况 加砂中,开始时间,2024-01-19 15:38:30,E1520,,condition:红页L1HF:30:加砂中,,yes
2281,施工情况 加砂中,结束时间,2024-01-19 17:47:20,E1520,,condition:红页L1HF:30:加砂中,,yes
2282,施工情况 加砂中,持续时间,2小时8分钟50秒,E1520,,condition:红页L1HF:30:加砂中,,yes
2283,施工情况 加砂后,开始时间,2024-01-19 17:47:20,E1555,,condition:红页L1HF:30:加砂后,,yes
2284,施工情况 加砂前,开始时间,2024-01-20 08:27:10,E1580,,condition:红页L1HF:31:加砂前,,yes
2285,施工情况 加砂前,结束时间,2024-01-20 09:00:10,E1580,,condition:红页L1HF:31:加砂前,,yes
2286,施工情况 加砂前,持续时间,33分钟,E1580,,condition:红页L1HF:31:加砂前,,yes
2287,施工情况 加砂中,开始时间,2024-01-20 09:00:10,E1588,,condition:红页L1HF:31:加砂中,,yes
2288,施工情况 加砂中,结束时间,2024-01-20 10:29:50,E1588,,condition:红页L1HF:31:加砂中,,yes
2289,施工情况 加砂中,持续时间,1小时29分钟40秒,E1588,,condition:红页L1HF:31:加砂中,,yes
2290,施工情况 加砂后,开始时间,2024-01-20 10:29:50,E1623,,condition:红页L1HF:31:加砂后,,yes
2291,施工情况 加砂前,开始时间,2024-01-20 14:31:20,E1648,,condition:红页L1HF:32:加砂前,,yes
2292,施工情况 加砂前,结束时间,2024-01-20 15:03:50,E1648,,condition:红页L1HF:32:加砂前,,yes
2293,施工情况 加砂前,持续时间,32分钟30秒,E1648,,condition:红页L1HF:32:加砂前,,yes
2294,施工情况 加砂中,开始时间,2024-01-20 15:03:50,E1656,,condition:红页L1HF:32:加砂中,,yes
2295,施工情况 加砂中,结束时间,2024-01-20 16:37:00,E1656,,condition:红页L1HF:32:加砂中,,yes
2296,施工情况 加砂中,持续时间,1小时33分钟10秒,E1656,,condition:红页L1HF:32:加砂中,,yes
2297,施工情况 加砂后,开始时间,2024-01-20 16:37:00,E1691,,condition:红页L1HF:32:加砂后,,yes
2298,施工情况 加砂前,开始时间,2024-01-21 08:00:50,E1716,,condition:红页L1HF:33:加砂前,,yes
2299,施工情况 加砂前,结束时间,2024-01-21 08:31:50,E1716,,condition:红页L1HF:33:加砂前,,yes
2300,施工情况 加砂前,持续时间,31分钟,E1716,,condition:红页L1HF:33:加砂前,,yes
2301,施工情况 加砂中,开始时间,2024-01-21 08:31:50,E1724,,condition:红页L1HF:33:加砂中,,yes
2302,施工情况 加砂中,结束时间,2024-01-21 10:02:40,E1724,,condition:红页L1HF:33:加砂中,,yes
2303,施工情况 加砂中,持续时间,1小时30分钟50秒,E1724,,condition:红页L1HF:33:加砂中,,yes
2304,施工情况 加砂后,开始时间,2024-01-21 10:02:40,E1750,,condition:红页L1HF:33:加砂后,,yes
2305,施工情况 加砂前,开始时间,2024-01-21 14:15:10,E1766,,condition:红页L1HF:34:加砂前,,yes
2306,施工情况 加砂前,结束时间,2024-01-21 14:53:20,E1766,,condition:红页L1HF:34:加砂前,,yes
2307,施工情况 加砂前,持续时间,38分钟10秒,E1766,,condition:红页L1HF:34:加砂前,,yes
2308,施工情况 加砂中,开始时间,2024-01-21 14:53:20,E1774,,condition:红页L1HF:34:加砂中,,yes
2309,施工情况 加砂中,结束时间,2024-01-21 16:32:10,E1774,,condition:红页L1HF:34:加砂中,,yes
2310,施工情况 加砂中,持续时间,1小时38分钟50秒,E1774,,condition:红页L1HF:34:加砂中,,yes
2311,施工情况 加砂后,开始时间,2024-01-21 16:32:10,E1800,,condition:红页L1HF:34:加砂后,,yes
2312,施工情况 加砂前,开始时间,2024-01-06 08:01:40,E1816,,condition:红页L1HF:4:加砂前,,yes
2313,施工情况 加砂前,结束时间,2024-01-06 08:36:10,E1816,,condition:红页L1HF:4:加砂前,,yes
2314,施工情况 加砂前,持续时间,34分钟30秒,E1816,,condition:红页L1HF:4:加砂前,,yes
2315,施工情况 加砂中,开始时间,2024-01-06 08:36:10,E1824,,condition:红页L1HF:4:加砂中,,yes
2316,施工情况 加砂中,结束时间,2024-01-06 10:37:30,E1824,,condition:红页L1HF:4:加砂中,,yes
2317,施工情况 加砂中,持续时间,2小时1分钟20秒,E1824,,condition:红页L1HF:4:加砂中,,yes
2318,施工情况 加砂后,开始时间,2024-01-06 10:37:30,E1859,,condition:红页L1HF:4:加砂后,,yes
2319,施工情况 加砂前,开始时间,2024-01-06 15:57:50,E1875,,condition:红页L1HF:5:加砂前,,yes
2320,施工情况 加砂前,结束时间,2024-01-06 16:32:00,E1875,,condition:红页L1HF:5:加砂前,,yes
2321,施工情况 加砂前,持续时间,34分钟10秒,E1875,,condition:红页L1HF:5:加砂前,,yes
2322,施工情况 加砂中,开始时间,2024-01-06 16:32:00,E1883,,condition:红页L1HF:5:加砂中,,yes
2323,施工情况 加砂中,结束时间,2024-01-06 18:36:40,E1883,,condition:红页L1HF:5:加砂中,,yes
2324,施工情况 加砂中,持续时间,2小时4分钟40秒,E1883,,condition:红页L1HF:5:加砂中,,yes
2325,施工情况 加砂后,开始时间,2024-01-06 18:36:40,E1909,,condition:红页L1HF:5:加砂后,,yes
2326,施工情况 加砂前,开始时间,2024-01-07 07:53:30,E1925,,condition:红页L1HF:6:加砂前,,yes
2327,施工情况 加砂前,结束时间,2024-01-07 08:30:20,E1925,,condition:红页L1HF:6:加砂前,,yes
2328,施工情况 加砂前,持续时间,36分钟50秒,E1925,,condition:红页L1HF:6:加砂前,,yes
2329,施工情况 加砂中,开始时间,2024-01-07 08:30:20,E1933,,condition:红页L1HF:6:加砂中,,yes
2330,施工情况 加砂中,结束时间,2024-01-07 10:53:10,E1933,,condition:红页L1HF:6:加砂中,,yes
2331,施工情况 加砂中,持续时间,2小时22分钟50秒,E1933,,condition:红页L1HF:6:加砂中,,yes
2332,施工情况 加砂后,开始时间,2024-01-07 10:53:10,E1959,,condition:红页L1HF:6:加砂后,,yes
2333,施工情况 加砂前,开始时间,2024-01-07 15:37:20,E1975,,condition:红页L1HF:7:加砂前,,yes
2334,施工情况 加砂前,结束时间,2024-01-07 16:14:50,E1975,,condition:红页L1HF:7:加砂前,,yes
2335,施工情况 加砂前,持续时间,37分钟30秒,E1975,,condition:红页L1HF:7:加砂前,,yes
2336,施工情况 加砂中,开始时间,2024-01-07 16:14:50,E1983,,condition:红页L1HF:7:加砂中,,yes
2337,施工情况 加砂中,结束时间,2024-01-07 18:18:40,E1983,,condition:红页L1HF:7:加砂中,,yes
2338,施工情况 加砂中,持续时间,2小时3分钟50秒,E1983,,condition:红页L1HF:7:加砂中,,yes
2339,施工情况 加砂后,开始时间,2024-01-07 18:18:40,E2009,,condition:红页L1HF:7:加砂后,,yes
2340,施工情况 加砂前,开始时间,2024-01-08 08:09:50,E2025,,condition:红页L1HF:8:加砂前,,yes
2341,施工情况 加砂前,结束时间,2024-01-08 08:42:50,E2025,,condition:红页L1HF:8:加砂前,,yes
2342,施工情况 加砂前,持续时间,33分钟,E2025,,condition:红页L1HF:8:加砂前,,yes
2343,施工情况 加砂中,开始时间,2024-01-08 08:42:50,E2033,,condition:红页L1HF:8:加砂中,,yes
2344,施工情况 加砂中,结束时间,2024-01-08 10:51:40,E2033,,condition:红页L1HF:8:加砂中,,yes
2345,施工情况 加砂中,持续时间,2小时8分钟50秒,E2033,,condition:红页L1HF:8:加砂中,,yes
2346,施工情况 加砂后,开始时间,2024-01-08 10:51:40,E2059,,condition:红页L1HF:8:加砂后,,yes
2347,施工情况 加砂前,开始时间,2024-01-08 15:11:50,E2075,,condition:红页L1HF:9:加砂前,,yes
2348,施工情况 加砂前,结束时间,2024-01-08 15:45:10,E2075,,condition:红页L1HF:9:加砂前,,yes
2349,施工情况 加砂前,持续时间,33分钟20秒,E2075,,condition:红页L1HF:9:加砂前,,yes
2350,施工情况 加砂中,开始时间,2024-01-08 15:45:10,E2083,,condition:红页L1HF:9:加砂中,,yes
2351,施工情况 加砂中,结束时间,2024-01-08 17:41:20,E2083,,condition:红页L1HF:9:加砂中,,yes
2352,施工情况 加砂中,持续时间,1小时56分钟10秒,E2083,,condition:红页L1HF:9:加砂中,,yes
2353,施工情况 加砂后,开始时间,2024-01-08 17:41:20,E2109,,condition:红页L1HF:9:加砂后,,yes
2354,工况 主缝延伸,开始时间,2024-01-04 15:32:30,E0027,,worktype:红页L1HF:1:加砂中:主缝延伸,,yes
2355,工况 主缝延伸,开始时间,2024-01-04 15:54:20,E0044,,worktype:红页L1HF:1:加砂后:主缝延伸,,yes
2356,工况 缝内暂堵,开始时间,2024-01-09 10:23:30,E0077,,worktype:红页L1HF:10:加砂中:缝内暂堵,,yes
2357,工况 缝内暂堵,结束时间,2024-01-09 10:43:30,E0077,,worktype:红页L1HF:10:加砂中:缝内暂堵,,yes
2358,工况 缝内暂堵,持续时间,20分钟,E0077,,worktype:红页L1HF:10:加砂中:缝内暂堵,,yes
2359,工况 缝口暂堵,开始时间,2024-01-09 10:43:30,E0086,,worktype:红页L1HF:10:加砂中:缝口暂堵,,yes
2360,工况 缝口暂堵,结束时间,2024-01-09 11:41:10,E0086,,worktype:红页L1HF:10:加砂中:缝口暂堵,,yes
2361,工况 缝口暂堵,持续时间,57分钟40秒,E0086,,worktype:红页L1HF:10:加砂中:缝口暂堵,,yes
2362,工况 主缝延伸,开始时间,2024-01-09 11:41:10,E0095,,worktype:红页L1HF:10:加砂中:主缝延伸,,yes
2363,工况 主缝延伸,开始时间,2024-01-09 12:06:00,E0112,,worktype:红页L1HF:10:加砂后:主缝延伸,,yes
2364,工况 滤失过大,开始时间,2024-01-09 16:34:10,E0137,,worktype:红页L1HF:11:加砂前:滤失过大,,yes
2365,工况 滤失过大,开始时间,2024-01-09 16:45:30,E0154,,worktype:红页L1HF:11:加砂中:滤失过大,,yes
2366,工况 滤失过大,结束时间,2024-01-09 17:03:10,E0154,,worktype:红页L1HF:11:加砂中:滤失过大,,yes
2367,工况 滤失过大,持续时间,17分钟40秒,E0154,,worktype:红页L1HF:11:加砂中:滤失过大,,yes
2368,工况 缝内暂堵,开始时间,2024-01-09 17:03:10,E0163,,worktype:红页L1HF:11:加砂中:缝内暂堵,,yes
2369,工况 缝内暂堵,结束时间,2024-01-09 17:19:50,E0163,,worktype:红页L1HF:11:加砂中:缝内暂堵,,yes
2370,工况 缝内暂堵,持续时间,16分钟40秒,E0163,,worktype:红页L1HF:11:加砂中:缝内暂堵,,yes
2371,工况 缝口暂堵,开始时间,2024-01-09 17:19:50,E0172,,worktype:红页L1HF:11:加砂中:缝口暂堵,,yes
2372,工况 缝口暂堵,结束时间,2024-01-09 18:26:40,E0172,,worktype:红页L1HF:11:加砂中:缝口暂堵,,yes
2373,工况 缝口暂堵,持续时间,1小时6分钟50秒,E0172,,worktype:红页L1HF:11:加砂中:缝口暂堵,,yes
2374,工况 主缝延伸,开始时间,2024-01-09 18:26:40,E0181,,worktype:红页L1HF:11:加砂中:主缝延伸,,yes
2375,工况 主缝延伸,开始时间,2024-01-09 18:53:40,E0198,,worktype:红页L1HF:11:加砂后:主缝延伸,,yes
2376,工况 缝高延伸,开始时间,2024-01-10 08:19:40,E0223,,worktype:红页L1HF:12:加砂前:缝高延伸,,yes
2377,工况 缝内暂堵,开始时间,2024-01-10 08:48:10,E0240,,worktype:红页L1HF:12:加砂中:缝内暂堵,,yes
2378,工况 缝内暂堵,结束时间,2024-01-10 09:49:40,E0240,,worktype:红页L1HF:12:加砂中:缝内暂堵,,yes
2379,工况 缝内暂堵,持续时间,1小时1分钟30秒,E0240,,worktype:红页L1HF:12:加砂中:缝内暂堵,,yes
2380,工况 缝口暂堵,开始时间,2024-01-10 09:49:40,E0249,,worktype:红页L1HF:12:加砂中:缝口暂堵,,yes
2381,工况 缝高延伸,开始时间,2024-01-10 15:19:40,E0282,,worktype:红页L1HF:13:加砂前:缝高延伸,,yes
2382,工况 缝高延伸,开始时间,2024-01-10 15:27:40,E0299,,worktype:红页L1HF:13:加砂中:缝高延伸,,yes
2383,工况 缝高延伸,结束时间,2024-01-10 15:45:10,E0299,,worktype:红页L1HF:13:加砂中:缝高延伸,,yes
2384,工况 缝高延伸,持续时间,17分钟30秒,E0299,,worktype:红页L1HF:13:加砂中:缝高延伸,,yes
2385,工况 缝内暂堵,开始时间,2024-01-10 15:45:10,E0308,,worktype:红页L1HF:13:加砂中:缝内暂堵,,yes
2386,工况 缝内暂堵,结束时间,2024-01-10 16:05:20,E0308,,worktype:红页L1HF:13:加砂中:缝内暂堵,,yes
2387,工况 缝内暂堵,持续时间,20分钟10秒,E0308,,worktype:红页L1HF:13:加砂中:缝内暂堵,,yes
2388,工况 缝口暂堵,开始时间,2024-01-10 16:05:20,E0317,,worktype:红页L1HF:13:加砂中:缝口暂堵,,yes
2389,工况 缝高延伸,开始时间,2024-01-11 08:20:40,E0350,,worktype:红页L1HF:14:加砂前:缝高延伸,,yes
2390,工况 缝内暂堵,开始时间,2024-01-11 08:51:20,E0367,,worktype:红页L1HF:14:加砂中:缝内暂堵,,yes
2391,工况 缝内暂堵,结束时间,2024-01-11 09:08:30,E0367,,worktype:红页L1HF:14:加砂中:缝内暂堵,,yes
2392,工况 缝内暂堵,持续时间,17分钟10秒,E0367,,worktype:红页L1HF:14:加砂中:缝内暂堵,,yes
2393,工况 缝口暂堵,开始时间,2024-01-11 09:08:30,E0376,,worktype:红页L1HF:14:加砂中:缝口暂堵,,yes
2394,工况 缝高延伸,开始时间,2024-01-11 14:52:50,E0409,,worktype:红页L1HF:15:加砂前:缝高延伸,,yes
2395,工况 缝内暂堵,开始时间,2024-01-11 15:24:40,E0426,,worktype:红页L1HF:15:加砂中:缝内暂堵,,yes
2396,工况 缝内暂堵,结束时间,2024-01-11 15:39:30,E0426,,worktype:红页L1HF:15:加砂中:缝内暂堵,,yes
2397,工况 缝内暂堵,持续时间,14分钟50秒,E0426,,worktype:红页L1HF:15:加砂中:缝内暂堵,,yes
2398,工况 缝口暂堵,开始时间,2024-01-11 15:39:30,E0435,,worktype:红页L1HF:15:加砂中:缝口暂堵,,yes
2399,工况 缝口暂堵,结束时间,2024-01-11 16:47:10,E0435,,worktype:红页L1HF:15:加砂中:缝口暂堵,,yes
2400,工况 缝口暂堵,持续时间,1小时7分钟40秒,E0435,,worktype:红页L1HF:15:加砂中:缝口暂堵,,yes
2401,工况 主缝延伸,开始时间,2024-01-11 16:47:10,E0444,,worktype:红页L1HF:15:加砂中:主缝延伸,,yes
2402,工况 主缝延伸,开始时间,2024-01-11 17:11:10,E0461,,worktype:红页L1HF:15:加砂后:主缝延伸,,yes
2403,工况 缝高延伸,开始时间,2024-01-12 08:24:50,E0486,,worktype:红页L1HF:16:加砂前:缝高延伸,,yes
2404,工况 缝内暂堵,开始时间,2024-01-12 08:53:20,E0503,,worktype:红页L1HF:16:加砂中:缝内暂堵,,yes
2405,工况 缝内暂堵,结束时间,2024-01-12 09:11:10,E0503,,worktype:红页L1HF:16:加砂中:缝内暂堵,,yes
2406,工况 缝内暂堵,持续时间,17分钟50秒,E0503,,worktype:红页L1HF:16:加砂中:缝内暂堵,,yes
2407,工况 缝口暂堵,开始时间,2024-01-12 09:11:10,E0512,,worktype:红页L1HF:16:加砂中:缝口暂堵,,yes
2408,工况 缝口暂堵,结束时间,2024-01-12 10:24:10,E0512,,worktype:红页L1HF:16:加砂中:缝口暂堵,,yes
2409,工况 缝口暂堵,持续时间,1小时13分钟,E0512,,worktype:红页L1HF:16:加砂中:缝口暂堵,,yes
2410,工况 主缝延伸,开始时间,2024-01-12 10:24:10,E0521,,worktype:红页L1HF:16:加砂中:主缝延伸,,yes
2411,工况 主缝延伸,开始时间,2024-01-12 10:40:40,E0538,,worktype:红页L1HF:16:加砂后:主缝延伸,,yes
2412,工况 缝内暂堵,开始时间,2024-01-12 15:40:20,E0571,,worktype:红页L1HF:17:加砂中:缝内暂堵,,yes
2413,工况 缝内暂堵,结束时间,2024-01-12 16:03:40,E0571,,worktype:红页L1HF:17:加砂中:缝内暂堵,,yes
